,km_driven,seats,selling_price_USD,mileage_kmpl,max_power_bhp,engine_CC,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,year_cat_2001 - 2005,year_cat_2006 - 2010,year_cat_2011 - 2015,year_cat_2016 - 2020
3893,70000,5,2652.0,18.9,67.1,998,0,0,1,1,0,1,0,0,0,0,0,0,1,0
3894,64000,5,4680.0,15.04,103.2,1598,0,0,1,1,0,1,0,0,0,1,0,0,1,0
3895,60000,8,4200.0,11.96,80.0,1298,0,0,1,1,0,1,0,0,0,0,1,0,0,0
3896,40000,5,2340.0,19.7,46.3,796,0,0,1,1,0,1,0,0,0,0,0,1,0,0
3897,110000,7,21000.0,12.07,241.4,2967,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3898,60000,8,7200.0,12.05,120.0,2179,1,0,0,1,0,1,0,0,0,0,0,0,1,0
3899,72000,5,7380.0,22.54,88.73,1396,1,0,0,1,0,1,0,0,0,0,0,0,1,0
3900,70000,5,4200.0,21.9,88.76,1396,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3901,75000,5,1680.0,25.44,57.6,936,1,0,0,1,0,1,0,0,0,0,0,0,1,0
3902,32331,5,7800.0,22.54,88.73,1396,1,0,0,1,0,1,0,1,0,0,0,0,0,1
3903,70000,5,13200.0,19.67,126.2,1582,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3904,80000,5,3420.0,23.0,90.0,1396,1,0,0,1,0,1,0,1,0,0,0,1,0,0
3905,20000,5,2280.0,18.0,62.0,995,0,0,1,1,0,1,0,1,0,0,0,0,1,0
3906,110000,5,4200.0,16.95,97.7,1498,0,0,1,1,0,1,0,0,0,0,0,0,1,0
3907,40000,5,4800.0,18.9,82.0,1197,0,0,1,1,0,1,0,1,0,0,0,0,1,0
3908,40000,7,25200.0,10.75,163.7,2694,0,0,1,1,0,0,0,0,0,0,0,0,0,1
3909,90000,5,5219.988,18.6,81.83,1197,0,0,1,1,0,1,0,1,0,0,0,0,1,0
3910,50000,5,5400.0,19.1,85.8,1197,0,0,1,1,0,1,0,1,0,0,0,0,1,0
3911,137000,5,540.0,18.5,53.0,796,0,0,1,1,0,1,0,0,0,0,1,0,0,0
3912,60000,5,5400.0,18.6,81.83,1197,0,0,1,1,0,1,0,0,0,0,0,0,1,0
3913,30000,5,6960.0,25.2,74.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3914,98000,5,10800.0,19.67,126.2,1582,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3915,50000,7,9000.0,24.52,88.5,1248,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3916,120000,5,1680.0,19.09,69.0,1396,1,0,0,1,0,1,0,0,0,1,0,1,0,0
3917,30000,5,6300.0,18.9,81.86,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
3918,120000,5,1379.988,19.09,69.0,1396,1,0,0,1,0,1,0,0,0,1,0,1,0,0
3919,40000,5,4788.0,23.84,84.0,1199,0,0,1,1,0,1,0,0,0,0,0,0,0,1
3920,90000,5,3300.0,19.0,71.0,1405,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3921,80000,5,4080.0,21.9,90.0,1396,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3922,120000,5,2664.0,21.1,55.2,814,0,1,0,1,0,1,0,0,0,0,0,0,1,0
3923,200000,7,10200.0,11.18,184.0,2696,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3924,110000,5,840.0,17.2,53.5,1396,1,0,0,1,0,1,0,1,0,0,0,1,0,0
3925,38000,5,5160.0,23.84,84.0,1199,0,0,1,1,0,1,0,1,0,0,0,0,0,1
3926,35000,5,5160.0,23.84,84.0,1199,0,0,1,1,0,1,0,1,0,0,0,0,0,1
3927,70000,5,3840.0,20.51,67.04,998,0,0,1,1,0,1,0,0,0,0,0,0,1,0
3928,120000,5,6000.0,21.8,78.0,1461,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3929,110000,5,6000.0,19.01,108.45,1461,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3930,140000,5,2759.9880000000003,18.4,75.0,1248,1,0,0,1,0,1,0,0,0,0,0,1,0,0
3931,155000,8,7200.0,11.79,120.0,2179,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3932,80000,5,6000.0,23.08,63.1,1461,1,0,0,1,0,1,0,1,0,0,0,0,0,1
3933,120000,7,3780.0,13.6,63.0,2523,1,0,0,1,0,1,0,1,0,0,0,1,0,0
3934,80000,5,3180.0,18.9,67.1,998,0,0,1,1,0,1,0,0,0,0,0,0,1,0
3935,110000,5,4200.0,25.83,99.0,1498,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3936,230000,5,2400.0,23.57,70.0,1396,1,0,0,1,0,1,0,0,0,0,0,0,1,0
3937,172000,5,1379.988,17.88,52.8,1396,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3938,25000,5,5100.0,18.6,81.83,1197,0,0,1,1,0,1,0,0,0,0,0,0,1,0
3939,35000,5,10800.0,23.0,98.96,1498,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3940,126000,7,6600.0,12.05,120.0,2179,1,0,0,1,0,1,0,0,0,0,0,0,1,0
3941,30000,5,10800.0,25.5,98.6,1498,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3942,97000,5,1980.0,19.81,68.05,1086,0,0,1,1,0,1,0,0,0,1,0,0,1,0
3943,120000,5,10200.0,19.08,126.2,1582,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3944,120000,5,10200.0,23.9,126.32,1582,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3945,80000,6,6600.0,16.55,105.0,2498,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3946,60000,5,6000.0,19.3,73.9,1248,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3947,15000,5,7560.0,21.21,81.8,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
3948,60000,5,1920.0,19.81,68.05,1086,0,0,1,1,0,1,0,0,0,0,0,0,1,0
3949,60000,5,8040.0,25.1,98.6,1498,1,0,0,1,0,1,0,0,0,0,0,0,1,0
3950,90000,5,5160.0,22.9,74.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
3951,30000,5,4500.0,19.1,82.0,1197,0,0,1,1,0,1,0,0,0,0,0,0,1,0
3952,35000,5,7800.0,18.6,81.83,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
3953,35000,5,6000.0,26.59,74.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3954,35000,5,6000.0,26.59,74.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3955,25000,7,16200.0,16.0,140.0,2179,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3956,40000,5,7200.0,21.66,108.62,1498,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3957,25000,5,14400.0,19.67,126.2,1582,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3958,56000,4,45000.0,11.2,241.0,2993,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3959,41779,5,9540.0,21.21,81.8,1197,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3960,54000,5,7500.0,18.7,88.7,1199,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3961,31000,5,34800.0,13.0,204.0,2143,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3962,37000,5,7500.0,26.8,74.0,1248,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3963,90000,4,5280.0,18.1,147.9,1991,1,0,0,1,0,0,0,1,0,0,0,0,1,0
3964,13534,5,16800.0,14.28,138.03,1798,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3965,7000,5,17400.0,14.53,138.1,1794,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3966,23000,5,32400.0,17.9,136.0,2143,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3967,23456,5,6600.0,18.9,82.0,1197,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3968,43000,8,23100.0,11.36,171.5,2755,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3969,39000,7,14700.0,16.0,140.0,2179,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3970,15000,5,8400.0,17.5,88.7,1199,0,0,1,1,0,1,0,0,0,0,0,0,0,1
3971,40000,5,6360.0,23.4,74.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
3972,5000,5,22800.0,17.8,113.4,1493,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3973,70000,5,10139.988,28.09,88.5,1248,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3974,99000,5,7800.0,21.66,103.52,1498,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3975,15000,5,9000.0,22.0,81.8,1197,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3976,28156,4,72000.0,17.09,261.4,2993,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3977,30000,5,7320.0,18.7,88.7,1199,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3978,70000,5,1800.0,18.6,79.4,1199,0,0,1,1,0,1,0,0,0,0,0,1,0,0
3979,40000,5,5700.0,19.1,85.8,1197,0,0,1,1,0,1,0,0,0,0,0,0,1,0
3980,136500,8,4500.0,12.7,120.0,2609,1,0,0,1,0,1,1,0,0,0,0,1,0,0
3981,70000,6,5100.0,25.32,77.0,1198,1,0,0,1,0,1,0,1,0,0,0,0,0,1
3982,90000,5,9600.0,25.1,98.6,1498,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3983,32000,4,480.0,16.1,37.0,796,0,0,1,1,0,1,0,1,0,0,0,0,0,0
3984,8000,5,6119.988,20.51,67.0,998,0,0,1,1,0,0,0,1,0,0,0,0,0,1
3985,170000,5,4644.0,23.59,67.04,1364,1,0,0,1,0,1,0,0,0,0,0,0,1,0
3986,25000,5,2820.0,22.74,47.3,796,0,0,1,1,0,1,0,0,0,0,0,0,1,0
3987,120000,10,1140.0,12.2,68.0,1948,1,0,0,1,0,1,1,0,0,0,1,0,0,0
3988,110000,5,4080.0,17.8,75.0,1248,1,0,0,1,0,1,0,0,0,1,0,1,0,0
3989,100000,7,12000.0,16.0,140.0,2179,1,0,0,1,0,1,0,0,0,0,0,0,0,1
3990,115000,5,1920.0,13.8,68.0,1399,1,0,0,1,0,1,0,1,0,0,0,1,0,0
3991,120000,8,4380.0,12.7,120.0,2609,1,0,0,1,0,1,1,0,0,0,0,1,0,0
3992,265000,5,3600.0,20.86,75.0,1199,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3993,90000,5,3120.0,17.8,75.0,1248,1,0,0,1,0,1,0,1,0,0,0,1,0,0
3994,40000,5,10320.0,18.2,88.7,1199,0,0,1,1,0,0,0,0,0,0,0,0,0,1
3995,55000,5,1379.988,13.9,103.2,1599,0,0,1,1,0,1,0,1,0,0,0,1,0,0
3996,90000,5,1200.0,19.7,46.3,796,0,0,1,1,0,1,0,1,0,0,0,1,0,0
3997,111000,5,6780.0,20.34,103.2,1498,1,0,0,1,0,1,0,0,0,0,0,0,1,0
3998,120000,7,5400.0,11.68,112.0,2498,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3999,15000,5,7500.0,21.4,83.1,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4000,30000,5,3360.0,22.74,47.3,796,0,0,1,1,0,1,0,1,0,0,0,0,0,1
4001,50000,5,3960.0,23.95,67.05,998,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4002,40000,5,15600.0,19.67,126.2,1582,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4003,50000,5,780.0,15.3,70.0,1396,0,0,1,1,0,1,0,1,0,0,0,1,0,0
4004,45000,5,5760.0,23.84,84.0,1199,0,0,1,1,0,1,0,1,0,0,0,0,0,1
4005,35000,5,4800.0,27.28,69.0,1047,1,0,0,1,0,1,0,1,0,0,0,0,0,1
4006,80000,7,6000.0,13.93,138.0,2179,1,0,0,1,0,1,0,0,0,0,0,1,0,0
4007,120000,7,3840.0,11.68,112.0,2498,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4008,90000,7,9000.0,15.1,140.0,2179,1,0,0,1,0,1,0,1,0,0,0,0,1,0
4009,100000,7,7440.0,16.5,70.0,1493,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4010,120000,5,3600.0,19.3,73.9,1248,1,0,0,1,0,1,0,0,0,1,0,0,1,0
4011,15000,5,16860.0,15.8,121.3,1591,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4012,15000,5,3384.0,24.7,47.3,796,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4013,15000,5,8400.0,21.21,81.8,1197,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4014,70000,5,8400.0,25.83,99.0,1498,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4015,135000,5,7200.0,22.77,98.59,1498,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4016,80000,5,3480.0,20.5,103.5,1598,1,0,0,1,0,1,0,1,0,0,0,0,1,0
4017,80000,4,5160.0,18.1,147.9,1991,1,0,0,1,0,0,0,1,0,0,0,0,1,0
4018,19000,5,6900.0,18.6,81.83,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4019,42000,5,10500.0,15.29,121.3,1591,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4020,77000,5,2160.0,18.9,67.1,998,0,0,1,1,0,1,0,0,0,0,0,1,0,0
4021,120000,5,2759.9880000000003,23.2,73.94,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4022,10000,5,9600.0,19.56,81.8,1197,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4023,110000,5,720.0,16.5,63.0,995,0,0,1,1,0,1,0,0,0,1,0,1,0,0
4024,110000,5,1800.0,15.0,104.68,1586,0,0,1,1,0,1,0,0,0,0,0,1,0,0
4025,90000,5,1200.0,23.57,70.0,1396,1,0,0,1,0,1,0,0,0,1,0,1,0,0
4026,90000,5,10800.0,15.29,121.3,1591,0,0,1,1,0,1,0,0,0,0,0,0,1,0
4027,50000,5,10200.0,22.54,88.73,1396,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4028,50000,5,2640.0,25.44,56.3,936,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4029,40000,5,3000.0,22.74,47.3,796,0,0,1,1,0,1,0,1,0,0,0,0,1,0
4030,120000,5,1500.0,22.3,74.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4031,27000,5,14400.0,15.8,121.3,1591,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4032,100000,5,3000.0,23.57,70.0,1396,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4033,70000,5,5280.0,22.54,88.73,1396,1,0,0,1,0,1,0,1,0,0,0,0,1,0
4034,40000,5,4800.0,23.84,84.0,1199,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4035,62000,4,600.0,16.1,37.0,796,0,0,1,1,0,1,0,0,0,0,1,0,0,0
4036,10000,5,12000.0,17.0,121.3,1591,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4037,160000,5,7200.0,25.1,98.6,1498,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4038,60000,5,3000.0,17.0,80.0,1197,0,0,1,1,0,1,0,0,0,0,0,1,0,0
4039,110000,7,3720.0,13.6,63.0,2523,1,0,0,1,0,1,0,0,0,0,0,1,0,0
4040,60000,5,1440.0,18.9,67.1,998,0,0,1,1,0,1,1,0,0,0,1,0,0,0
4041,78000,7,4680.0,11.68,112.0,2498,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4042,30000,5,5496.0,20.3,68.0,1086,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4043,20000,5,11400.0,23.0,98.96,1498,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4044,21000,5,7800.0,22.0,81.8,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4045,70000,5,4800.0,22.9,74.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4046,70000,5,4800.0,18.9,82.0,1197,0,0,1,1,0,0,0,1,0,0,0,0,1,0
4047,42500,5,1200.0,19.7,46.3,796,0,0,1,1,0,1,0,0,0,0,0,1,0,0
4048,25000,5,4200.0,20.36,78.9,1197,0,0,1,1,0,1,0,0,0,0,0,0,1,0
4049,80000,7,5400.0,13.7,138.1,2197,1,0,0,1,0,1,0,1,0,0,0,0,1,0
4050,90000,8,4200.0,12.7,116.6,2609,1,0,0,1,0,1,0,0,0,0,0,1,0,0
4051,80000,5,3000.0,22.07,73.9,1199,1,0,0,1,0,1,1,0,0,0,0,1,0,0
4052,146000,7,5400.0,15.96,62.1,2523,1,0,0,1,0,1,0,1,0,0,0,0,1,0
4053,47200,4,1884.0,16.1,37.0,796,0,0,1,1,0,1,0,0,0,1,0,0,1,0
4054,60000,7,18000.0,15.1,152.87,2179,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4055,60000,7,18000.0,15.1,152.87,2179,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4056,100000,5,900.0,15.3,65.3,1193,0,0,1,1,0,1,0,1,0,0,0,1,0,0
4057,100000,10,3360.0,14.8,80.0,2499,1,0,0,1,0,1,0,1,0,0,0,1,0,0
4058,35000,5,7200.0,18.6,81.83,1197,0,0,1,1,0,1,0,0,0,0,0,0,1,0
4059,120000,7,3011.9880000000003,15.3,83.8,2956,1,0,0,1,0,1,1,0,0,0,0,0,1,0
4060,80000,5,4200.0,12.5,132.0,1794,0,0,1,1,0,1,0,1,0,0,0,1,0,0
4061,34000,5,3600.0,23.01,67.0,999,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4062,50000,5,9839.988,19.87,83.8,1461,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4063,100000,5,4919.988,19.61,70.0,1405,1,0,0,1,0,1,0,1,0,0,0,1,0,0
4064,52000,5,3300.0,13.9,103.2,1599,0,0,1,1,0,1,0,1,0,0,0,1,0,0
4065,110000,7,5964.0,20.77,88.76,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4066,70000,5,6000.0,18.6,81.83,1197,0,0,1,1,0,1,0,0,0,0,0,0,1,0
4067,120000,7,2040.0,14.0,83.0,2523,1,0,0,1,0,1,0,1,0,0,0,1,0,0
4068,68609,5,6180.0,22.7,89.84,1498,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4069,33360,5,11100.0,22.77,98.59,1498,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4070,5000,7,17520.0,17.3,121.0,1497,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4071,10000,7,32400.0,13.8,174.57,2999,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4072,35000,5,9960.0,21.5,108.5,1497,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4073,30000,5,11700.0,23.0,98.96,1498,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4074,15000,5,7440.0,20.4,94.93,1194,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4075,14317,5,10320.0,14.23,104.55,1498,0,0,1,0,0,1,0,0,0,0,0,0,0,1
4076,5000,5,5160.0,20.63,67.0,1198,0,0,1,1,0,1,0,1,0,0,0,0,0,1
4077,5000,5,14724.0,18.0,117.6,1497,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4078,28000,5,10320.0,17.8,117.3,1497,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4079,40000,5,11400.0,23.0,98.96,1498,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4080,87237,5,2700.0,20.0,68.05,1399,1,0,0,0,0,1,0,1,0,0,0,0,1,0
4081,99500,7,6000.0,11.5,147.9,1991,1,0,0,1,0,1,0,0,0,1,0,0,1,0
4082,62960,5,6000.0,25.83,99.0,1498,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4083,16500,5,20400.0,13.96,141.0,1451,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4084,110000,7,6540.0,20.77,88.76,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4085,72000,5,4800.0,22.9,74.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4086,50000,5,7800.0,28.4,74.02,1248,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4087,55000,5,1379.988,13.9,103.2,1599,0,0,1,1,0,1,0,1,0,0,0,1,0,0
4088,60000,5,6744.0,27.39,74.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4089,120000,7,1152.0,14.07,83.1,2956,1,0,0,1,0,1,0,0,0,0,1,0,0,0
4090,9000,5,32532.0,13.6,177.0,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4091,20000,5,61800.0,22.37,214.56,2487,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4092,45000,5,38400.0,19.33,177.0,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4093,110000,7,6036.0,14.1,147.94,2179,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4094,20000,5,45600.0,18.0,190.0,1969,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4095,68089,5,24000.0,19.16,157.7,2494,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4096,58343,5,2700.0,21.79,67.05,998,0,0,1,0,1,1,0,0,0,0,0,0,1,0
4097,38817,5,8880.0,27.39,74.0,1248,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4098,56494,5,6600.0,18.2,88.7,1199,0,0,1,0,1,1,0,0,0,0,0,0,0,1
4099,79328,7,9000.0,12.99,100.6,2494,1,0,0,0,1,1,0,1,0,0,0,0,1,0
4100,5621,5,7800.0,22.0,81.8,1197,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4101,25538,5,7500.0,16.78,88.73,1496,0,0,1,0,1,1,0,0,0,0,0,0,0,1
4102,69779,5,7200.0,22.0,81.8,1197,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4103,56290,5,5400.0,24.0,73.97,1186,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4104,7500,5,64800.0,16.78,190.0,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4105,8500,5,66000.0,16.78,190.0,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4106,7032,5,9348.0,19.0,88.76,1199,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4107,11000,5,7740.0,14.3,103.5,1598,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4108,2000,5,29700.0,16.8,150.0,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4109,9000,5,32532.0,13.6,177.0,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4110,20000,5,61800.0,22.37,214.56,2487,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4111,45000,5,38400.0,19.33,177.0,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4112,110000,7,6036.0,14.1,147.94,2179,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4113,20000,5,45600.0,18.0,190.0,1969,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4114,68089,5,24000.0,19.16,157.7,2494,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4115,58343,5,2700.0,21.79,67.05,998,0,0,1,0,1,1,0,0,0,0,0,0,1,0
4116,38817,5,8880.0,27.39,74.0,1248,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4117,56494,5,6600.0,18.2,88.7,1199,0,0,1,0,1,1,0,0,0,0,0,0,0,1
4118,79328,7,9000.0,12.99,100.6,2494,1,0,0,0,1,1,0,1,0,0,0,0,1,0
4119,5621,5,7800.0,22.0,81.8,1197,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4120,25538,5,7500.0,16.78,88.73,1496,0,0,1,0,1,1,0,0,0,0,0,0,0,1
4121,69779,5,7200.0,22.0,81.8,1197,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4122,56290,5,5400.0,24.0,73.97,1186,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4123,7500,5,64800.0,16.78,190.0,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4124,8500,5,66000.0,16.78,190.0,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4125,7032,5,9348.0,19.0,88.76,1199,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4126,11000,5,7740.0,14.3,103.5,1598,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4127,2000,5,29700.0,16.8,150.0,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4128,100000,5,1860.0,14.8,68.0,1998,1,0,0,1,0,1,0,0,0,1,0,0,0,0
4129,9000,5,32532.0,13.6,177.0,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4130,20000,5,61800.0,22.37,214.56,2487,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4131,45000,5,38400.0,19.33,177.0,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4132,110000,7,6036.0,14.1,147.94,2179,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4133,20000,5,45600.0,18.0,190.0,1969,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4134,68089,5,24000.0,19.16,157.7,2494,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4135,58343,5,2700.0,21.79,67.05,998,0,0,1,0,1,1,0,0,0,0,0,0,1,0
4136,38817,5,8880.0,27.39,74.0,1248,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4137,56494,5,6600.0,18.2,88.7,1199,0,0,1,0,1,1,0,0,0,0,0,0,0,1
4138,79328,7,9000.0,12.99,100.6,2494,1,0,0,0,1,1,0,1,0,0,0,0,1,0
4139,5621,5,7800.0,22.0,81.8,1197,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4140,25538,5,7500.0,16.78,88.73,1496,0,0,1,0,1,1,0,0,0,0,0,0,0,1
4141,69779,5,7200.0,22.0,81.8,1197,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4142,56290,5,5400.0,24.0,73.97,1186,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4143,7500,5,64800.0,16.78,190.0,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4144,8500,5,66000.0,16.78,190.0,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4145,7032,5,9348.0,19.0,88.76,1199,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4146,11000,5,7740.0,14.3,103.5,1598,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4147,2000,5,29700.0,16.8,150.0,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4148,80000,5,7080.0,25.01,89.75,1498,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4149,120000,5,4200.0,24.4,71.0,1120,1,0,0,1,0,1,0,1,0,0,0,0,0,1
4150,30000,5,5819.988,20.89,81.8,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4151,110000,5,2880.0,19.1,70.0,1405,1,0,0,1,0,1,0,1,0,0,0,0,1,0
4152,219000,8,6000.0,12.8,102.0,2494,1,0,0,1,0,1,0,1,0,0,0,1,0,0
4153,80000,5,3600.0,24.7,47.3,796,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4154,80000,5,9000.0,28.09,88.5,1248,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4155,35000,5,6888.0,20.85,83.14,1197,0,0,1,1,0,1,0,1,0,0,0,0,0,1
4156,167000,5,2400.0,22.3,88.8,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4157,94000,5,13200.0,19.67,126.2,1582,1,0,0,1,0,1,0,0,0,0,0,0,0,1
